Series;Time;Value
VIC-IX;2018-09-06-07:40:00;94228764785.81473
VIC-IX;2018-09-06-07:45:00;94584089510.04771
VIC-IX;2018-09-06-07:50:00;95152882397.27835
VIC-IX;2018-09-06-07:55:00;95923055925.55237
VIC-IX;2018-09-06-08:00:00;96209158388.67981
VIC-IX;2018-09-06-08:05:00;96512063933.62198
VIC-IX;2018-09-06-08:10:00;97851942666.62823
VIC-IX;2018-09-06-08:15:00;99084781842.68704
VIC-IX;2018-09-06-08:20:00;99806483091.2368
VIC-IX;2018-09-06-08:25:00;100326877602.49942
VIC-IX;2018-09-06-08:30:00;100649008581.28784
VIC-IX;2018-09-06-08:35:00;99910309683.24821
VIC-IX;2018-09-06-08:40:00;98727250464.08238
VIC-IX;2018-09-06-08:45:00;97585829360.67964
VIC-IX;2018-09-06-08:50:00;96769451149.73639
VIC-IX;2018-09-06-08:55:00;96298442349.31921
VIC-IX;2018-09-06-09:00:00;95856162158.92087
VIC-IX;2018-09-06-09:05:00;95325838775.98085
VIC-IX;2018-09-06-09:10:00;94972348877.33427
VIC-IX;2018-09-06-09:15:00;95016744793.84111
VIC-IX;2018-09-06-09:20:00;94803902794.44843
VIC-IX;2018-09-06-09:25:00;94002986311.06049
VIC-IX;2018-09-06-09:30:00;92933036605.44824
VIC-IX;2018-09-06-09:35:00;91576854053.47054
VIC-IX;2018-09-06-09:40:00;89496565617.0429
VIC-IX;2018-09-06-09:45:00;86995758178.39493
VIC-IX;2018-09-06-09:50:00;84902790522.2905
VIC-IX;2018-09-06-09:55:00;82837901489.24358
VIC-IX;2018-09-06-10:00:00;81107770587.00848
VIC-IX;2018-09-06-10:05:00;78846939721.96841
VIC-IX;2018-09-06-10:10:00;77271924986.97412
VIC-IX;2018-09-06-10:15:00;75623909788.64133
VIC-IX;2018-09-06-10:20:00;73549327981.91833
VIC-IX;2018-09-06-10:25:00;70956890376.80527
VIC-IX;2018-09-06-10:30:00;68992271990.41873
VIC-IX;2018-09-06-10:35:00;66471388051.51758
VIC-IX;2018-09-06-10:40:00;64204605864.95463
VIC-IX;2018-09-06-10:45:00;62502079025.75264
VIC-IX;2018-09-06-10:50:00;61084645879.27989
VIC-IX;2018-09-06-10:55:00;59857473435.08595
VIC-IX;2018-09-06-11:00:00;58781538792.94795
VIC-IX;2018-09-06-11:05:00;57625797800.52364
VIC-IX;2018-09-06-11:10:00;56494124885.531906
VIC-IX;2018-09-06-11:15:00;55358892444.10918
VIC-IX;2018-09-06-11:20:00;54204013233.73512
VIC-IX;2018-09-06-11:25:00;52997099686.38109
VIC-IX;2018-09-06-11:30:00;51783819036.727684
VIC-IX;2018-09-06-11:35:00;50734111572.18782
VIC-IX;2018-09-06-11:40:00;49476992948.5233
VIC-IX;2018-09-06-11:45:00;48359189197.679726
VIC-IX;2018-09-06-11:50:00;47149334475.480515
VIC-IX;2018-09-06-11:55:00;45890555621.35945
VIC-IX;2018-09-06-12:00:00;44925775337.64192
VIC-IX;2018-09-06-12:05:00;44275084580.34902
VIC-IX;2018-09-06-12:10:00;43695676686.89165
VIC-IX;2018-09-06-12:15:00;43195295953.99446
VIC-IX;2018-09-06-12:20:00;42832372772.7973
VIC-IX;2018-09-06-12:25:00;42031580702.23205
VIC-IX;2018-09-06-12:30:00;41064039636.42961
VIC-IX;2018-09-06-12:35:00;40079421464.99206
VIC-IX;2018-09-06-12:40:00;39205766697.79905
VIC-IX;2018-09-06-12:45:00;38258948906.4137
VIC-IX;2018-09-06-12:50:00;37496943670.02815
VIC-IX;2018-09-06-12:55:00;36736737254.836914
VIC-IX;2018-09-06-13:00:00;36414871300.20174
VIC-IX;2018-09-06-13:05:00;36338822853.30553
VIC-IX;2018-09-06-13:10:00;36536055158.133224
VIC-IX;2018-09-06-13:15:00;36679894223.78526
VIC-IX;2018-09-06-13:20:00;36864204806.4961
VIC-IX;2018-09-06-13:25:00;36712146273.36204
VIC-IX;2018-09-06-13:30:00;36419117264.52812
VIC-IX;2018-09-06-13:35:00;36147940553.4368
VIC-IX;2018-09-06-13:40:00;36014019899.74565
VIC-IX;2018-09-06-13:45:00;36063040165.12782
VIC-IX;2018-09-06-13:50:00;36204566660.90779
VIC-IX;2018-09-06-13:55:00;36183034923.26967
VIC-IX;2018-09-06-14:00:00;36019602347.795334
VIC-IX;2018-09-06-14:05:00;35771992939.989624
VIC-IX;2018-09-06-14:10:00;35201589792.78056
VIC-IX;2018-09-06-14:15:00;34299757287.653095
VIC-IX;2018-09-06-14:20:00;33643452421.80245
VIC-IX;2018-09-06-14:25:00;33197893613.036095
VIC-IX;2018-09-06-14:30:00;32778025945.980232
VIC-IX;2018-09-06-14:35:00;32534629646.708996
VIC-IX;2018-09-06-14:40:00;32468203313.160168
VIC-IX;2018-09-06-14:45:00;32253926224.296314
VIC-IX;2018-09-06-14:50:00;31763911919.242443
VIC-IX;2018-09-06-14:55:00;31317468911.10492
VIC-IX;2018-09-06-15:00:00;31156855860.156067
VIC-IX;2018-09-06-15:05:00;30786794510.22115
VIC-IX;2018-09-06-15:10:00;30426338073.49546
VIC-IX;2018-09-06-15:15:00;30202677639.776806
VIC-IX;2018-09-06-15:20:00;29878463923.309875
VIC-IX;2018-09-06-15:25:00;29524324157.14399
VIC-IX;2018-09-06-15:30:00;29359108759.22645
VIC-IX;2018-09-06-15:35:00;29335624161.460228
VIC-IX;2018-09-06-15:40:00;29033545241.34187
VIC-IX;2018-09-06-15:45:00;28707859410.651398
VIC-IX;2018-09-06-15:50:00;28025049211.361988
VIC-IX;2018-09-06-15:55:00;27251527444.64746
VIC-IX;2018-09-06-16:00:00;26671617742.256145
VIC-IX;2018-09-06-16:05:00;26560947772.64599
VIC-IX;2018-09-06-16:10:00;26499073917.087097
VIC-IX;2018-09-06-16:15:00;26775515597.53483
VIC-IX;2018-09-06-16:20:00;27113636433.85065
VIC-IX;2018-09-06-16:25:00;27061691498.919487
VIC-IX;2018-09-06-16:30:00;27078733725.05137
VIC-IX;2018-09-06-16:35:00;27314239223.724537
VIC-IX;2018-09-06-16:40:00;27387350228.781773
VIC-IX;2018-09-06-16:45:00;28012967593.06313
VIC-IX;2018-09-06-16:50:00;28881216396.772675
VIC-IX;2018-09-06-16:55:00;29608896229.57738
VIC-IX;2018-09-06-17:00:00;30408413641.49543
VIC-IX;2018-09-06-17:05:00;31207479708.42213
VIC-IX;2018-09-06-17:10:00;31296893818.186523
VIC-IX;2018-09-06-17:15:00;31506214526.928795
VIC-IX;2018-09-06-17:20:00;31633126389.978474
VIC-IX;2018-09-06-17:25:00;31813245678.678814
VIC-IX;2018-09-06-17:30:00;32164766781.038483
VIC-IX;2018-09-06-17:35:00;32854935567.07435
VIC-IX;2018-09-06-17:40:00;33370211889.97828
VIC-IX;2018-09-06-17:45:00;34061583146.176952
VIC-IX;2018-09-06-17:50:00;34556549246.088455
VIC-IX;2018-09-06-17:55:00;35262573859.66784
VIC-IX;2018-09-06-18:00:00;36358367447.621254
VIC-IX;2018-09-06-18:05:00;37456672367.46383
VIC-IX;2018-09-06-18:10:00;38743658575.41411
VIC-IX;2018-09-06-18:15:00;39987852589.57988
VIC-IX;2018-09-06-18:20:00;41253922130.012924
VIC-IX;2018-09-06-18:25:00;42124616610.73702
VIC-IX;2018-09-06-18:30:00;43466347974.60321
VIC-IX;2018-09-06-18:35:00;44596238575.17978
VIC-IX;2018-09-06-18:40:00;46071046166.06529
VIC-IX;2018-09-06-18:45:00;47466436023.41478
VIC-IX;2018-09-06-18:50:00;49079039683.15965
VIC-IX;2018-09-06-18:55:00;50332127466.367676
VIC-IX;2018-09-06-19:00:00;51670225133.7198
VIC-IX;2018-09-06-19:05:00;52410905826.70296
VIC-IX;2018-09-06-19:10:00;52856953714.51546
VIC-IX;2018-09-06-19:15:00;53273047821.781845
VIC-IX;2018-09-06-19:20:00;53168277370.23503
VIC-IX;2018-09-06-19:25:00;53025731165.84993
VIC-IX;2018-09-06-19:30:00;53846901899.145134
VIC-IX;2018-09-06-19:35:00;55098163105.75259
VIC-IX;2018-09-06-19:40:00;56254184849.77024
VIC-IX;2018-09-06-19:45:00;58216139708.5624
VIC-IX;2018-09-06-19:50:00;59855099895.03953
VIC-IX;2018-09-06-19:55:00;60773167591.182724
VIC-IX;2018-09-06-20:00:00;61683215804.40566
VIC-IX;2018-09-06-20:05:00;62699361410.879295
VIC-IX;2018-09-06-20:10:00;62871862131.4043
VIC-IX;2018-09-06-20:15:00;63213631368.54923
VIC-IX;2018-09-06-20:20:00;63771793694.73944
VIC-IX;2018-09-06-20:25:00;64182309274.876076
VIC-IX;2018-09-06-20:30:00;64447843952.522545
VIC-IX;2018-09-06-20:35:00;65261156913.43071
VIC-IX;2018-09-06-20:40:00;65898154666.305626
VIC-IX;2018-09-06-20:45:00;66364337242.452614
VIC-IX;2018-09-06-20:50:00;66571472323.9271
VIC-IX;2018-09-06-20:55:00;66804584857.35195
VIC-IX;2018-09-06-21:00:00;66747048104.0864
VIC-IX;2018-09-06-21:05:00;66820029247.91875
VIC-IX;2018-09-06-21:10:00;67039622834.87882
VIC-IX;2018-09-06-21:15:00;67300021090.44198
VIC-IX;2018-09-06-21:20:00;67276409849.93813
VIC-IX;2018-09-06-21:25:00;67494787403.18595
VIC-IX;2018-09-06-21:30:00;67881896723.87781
VIC-IX;2018-09-06-21:35:00;68088450364.82349
VIC-IX;2018-09-06-21:40:00;68069208881.23149
VIC-IX;2018-09-06-21:45:00;68238809258.84365
VIC-IX;2018-09-06-21:50:00;68126055112.75071
VIC-IX;2018-09-06-21:55:00;67722046426.6418
VIC-IX;2018-09-06-22:00:00;67442254466.42052
VIC-IX;2018-09-06-22:05:00;67930136114.036354
VIC-IX;2018-09-06-22:10:00;68400182959.542625
VIC-IX;2018-09-06-22:15:00;68913898928.79187
VIC-IX;2018-09-06-22:20:00;69376301343.93352
VIC-IX;2018-09-06-22:25:00;69655210254.36073
VIC-IX;2018-09-06-22:30:00;69561081660.39453
VIC-IX;2018-09-06-22:35:00;69709054617.54192
VIC-IX;2018-09-06-22:40:00;70188820398.61081
VIC-IX;2018-09-06-22:45:00;71139389348.74588
VIC-IX;2018-09-06-22:50:00;71852660035.77415
VIC-IX;2018-09-06-22:55:00;72252424732.58403
VIC-IX;2018-09-06-23:00:00;72252182314.06454
VIC-IX;2018-09-06-23:05:00;72255893428.74332
VIC-IX;2018-09-06-23:10:00;71902858320.72867
VIC-IX;2018-09-06-23:15:00;71722508182.04996
VIC-IX;2018-09-06-23:20:00;71440822349.34233
VIC-IX;2018-09-06-23:25:00;71195527634.163
VIC-IX;2018-09-06-23:30:00;70714713590.56625
VIC-IX;2018-09-06-23:35:00;70287410323.06589
VIC-IX;2018-09-06-23:40:00;70064796153.42964
VIC-IX;2018-09-06-23:45:00;69975812301.49504
VIC-IX;2018-09-06-23:50:00;70405214211.72946
VIC-IX;2018-09-06-23:55:00;70946948247.2459
VIC-IX;2018-09-07-00:00:00;71465214270.23004
VIC-IX;2018-09-07-00:05:00;71998670181.07419
VIC-IX;2018-09-07-00:10:00;72612585995.58713
VIC-IX;2018-09-07-00:15:00;72972450861.63477
VIC-IX;2018-09-07-00:20:00;73331815257.6696
VIC-IX;2018-09-07-00:25:00;73624753467.00833
VIC-IX;2018-09-07-00:30:00;73966170358.29097
VIC-IX;2018-09-07-00:35:00;74690203129.42076
VIC-IX;2018-09-07-00:40:00;75455216406.1565
VIC-IX;2018-09-07-00:45:00;76259581478.23871
VIC-IX;2018-09-07-00:50:00;77201578992.44385
VIC-IX;2018-09-07-00:55:00;78401371838.26999
VIC-IX;2018-09-07-01:00:00;78569122801.2717
VIC-IX;2018-09-07-01:05:00;78539099627.0043
VIC-IX;2018-09-07-01:10:00;78489962443.60892
VIC-IX;2018-09-07-01:15:00;78317579760.15103
VIC-IX;2018-09-07-01:20:00;77834409268.08578
VIC-IX;2018-09-07-01:25:00;77762348344.70554
VIC-IX;2018-09-07-01:30:00;77636153776.03839
VIC-IX;2018-09-07-01:35:00;77435585041.61533
VIC-IX;2018-09-07-01:40:00;77232454916.69487
VIC-IX;2018-09-07-01:45:00;76975297776.61581
VIC-IX;2018-09-07-01:50:00;77083122927.57477
VIC-IX;2018-09-07-01:55:00;77384174027.82779
VIC-IX;2018-09-07-02:00:00;77930992902.98955
VIC-IX;2018-09-07-02:05:00;77905836675.75276
VIC-IX;2018-09-07-02:10:00;77696261824.14615
VIC-IX;2018-09-07-02:15:00;77291119670.62701
VIC-IX;2018-09-07-02:20:00;76456340148.54288
VIC-IX;2018-09-07-02:25:00;75412689646.22318
VIC-IX;2018-09-07-02:30:00;75620407021.2056
VIC-IX;2018-09-07-02:35:00;76115499231.38333
VIC-IX;2018-09-07-02:40:00;76439024969.14372
VIC-IX;2018-09-07-02:45:00;76925454931.77982
VIC-IX;2018-09-07-02:50:00;77358581550.43166
VIC-IX;2018-09-07-02:55:00;77304855363.75395
VIC-IX;2018-09-07-03:00:00;77488872333.89801
VIC-IX;2018-09-07-03:05:00;78227024645.6771
VIC-IX;2018-09-07-03:10:00;79471424028.55759
VIC-IX;2018-09-07-03:15:00;80716338975.80142
VIC-IX;2018-09-07-03:20:00;81868366640.48862
VIC-IX;2018-09-07-03:25:00;82787473035.35806
VIC-IX;2018-09-07-03:30:00;83244271877.9518
VIC-IX;2018-09-07-03:35:00;83535870802.30783
VIC-IX;2018-09-07-03:40:00;83709456785.41743
VIC-IX;2018-09-07-03:45:00;84174423161.91199
VIC-IX;2018-09-07-03:50:00;84378139043.91719
VIC-IX;2018-09-07-03:55:00;84686285772.45567
VIC-IX;2018-09-07-04:00:00;84656560920.70627
VIC-IX;2018-09-07-04:05:00;85096452095.21426
VIC-IX;2018-09-07-04:10:00;85170122366.46576
VIC-IX;2018-09-07-04:15:00;85399067872.38544
VIC-IX;2018-09-07-04:20:00;85710989870.97891
VIC-IX;2018-09-07-04:25:00;85754126897.55774
VIC-IX;2018-09-07-04:30:00;85351158523.56815
VIC-IX;2018-09-07-04:35:00;85108473468.14612
VIC-IX;2018-09-07-04:40:00;85252266308.02408
VIC-IX;2018-09-07-04:45:00;85373178867.26561
VIC-IX;2018-09-07-04:50:00;85470111322.1812
VIC-IX;2018-09-07-04:55:00;85816291993.24013
VIC-IX;2018-09-07-05:00:00;85925723164.12003
VIC-IX;2018-09-07-05:05:00;85490122609.0029
VIC-IX;2018-09-07-05:10:00;85023192004.8344
VIC-IX;2018-09-07-05:15:00;85185324823.68172
VIC-IX;2018-09-07-05:20:00;84963845694.2526
VIC-IX;2018-09-07-05:25:00;85290158055.49336
VIC-IX;2018-09-07-05:30:00;85795112069.94885
VIC-IX;2018-09-07-05:35:00;86503513577.47414
VIC-IX;2018-09-07-05:40:00;86927876812.41565
VIC-IX;2018-09-07-05:45:00;87785645286.88489
VIC-IX;2018-09-07-05:50:00;88199157097.07788
VIC-IX;2018-09-07-05:55:00;88903889419.58609
VIC-IX;2018-09-07-06:00:00;89282376822.41576
VIC-IX;2018-09-07-06:05:00;89709964925.71646
VIC-IX;2018-09-07-06:10:00;90220150238.71024
VIC-IX;2018-09-07-06:15:00;91386115037.71655
VIC-IX;2018-09-07-06:20:00;92249070576.34291
VIC-IX;2018-09-07-06:25:00;92745111590.6668
VIC-IX;2018-09-07-06:30:00;93538940406.20389
VIC-IX;2018-09-07-06:35:00;94048779224.19083
VIC-IX;2018-09-07-06:40:00;94189941367.91887
VIC-IX;2018-09-07-06:45:00;94573446025.36435
VIC-IX;2018-09-07-06:50:00;95267617409.43839
VIC-IX;2018-09-07-06:55:00;95672705569.66318
VIC-IX;2018-09-07-07:00:00;96588719085.37059
VIC-IX;2018-09-07-07:05:00;97144767311.44785
VIC-IX;2018-09-07-07:10:00;97948648207.9285
VIC-IX;2018-09-07-07:15:00;97092361537.21964
VIC-IX;2018-09-07-07:20:00;97258366414.13766
VIC-IX;2018-09-07-07:25:00;96512031938.75638
VIC-IX;2018-09-07-07:30:00;96034411534.59651
VIC-IX;2018-09-07-07:35:00;95299831231.45944
VIC-IX;2018-09-07-07:40:00;96722065143.75497
VIC-IX;2018-09-07-07:45:00;97211887639.36624
VIC-IX;2018-09-07-07:50:00;98375294549.7903
VIC-IX;2018-09-07-07:55:00;99466044264.00984
VIC-IX;2018-09-07-08:00:00;100518861759.93181
VIC-IX;2018-09-07-08:05:00;101296615860.19553
VIC-IX;2018-09-07-08:10:00;102012759956.3355
VIC-IX;2018-09-07-08:15:00;102098800237.68166
VIC-IX;2018-09-07-08:20:00;102018121793.82553
VIC-IX;2018-09-07-08:25:00;102006537527.53511
VIC-IX;2018-09-07-08:30:00;101998827064.21779
VIC-IX;2018-09-07-08:35:00;101923169128.41727
VIC-IX;2018-09-07-08:40:00;102104112258.31503
VIC-IX;2018-09-07-08:45:00;102336762862.39268
VIC-IX;2018-09-07-08:50:00;101335774846.63997
VIC-IX;2018-09-07-08:55:00;99845686759.27486
VIC-IX;2018-09-07-09:00:00;98413001655.80197
VIC-IX;2018-09-07-09:05:00;97087100422.13379
VIC-IX;2018-09-07-09:10:00;95804780321.28488
VIC-IX;2018-09-07-09:15:00;95394331899.31885
VIC-IX;2018-09-07-09:20:00;95626667966.29695
VIC-IX;2018-09-07-09:25:00;96119647980.4732
VIC-IX;2018-09-07-09:30:00;96578998312.0483
VIC-IX;2018-09-07-09:35:00;96552773510.04593
VIC-IX;2018-09-07-09:40:00;96539447386.29178
VIC-IX;2018-09-07-09:45:00;96161039756.74484
VIC-IX;2018-09-07-09:50:00;95096557712.90054
VIC-IX;2018-09-07-09:55:00;93575775995.66698
VIC-IX;2018-09-07-10:00:00;92112494020.76456
VIC-IX;2018-09-07-10:05:00;90705973299.46147
VIC-IX;2018-09-07-10:10:00;89014529501.09639
VIC-IX;2018-09-07-10:15:00;87168030542.65907
VIC-IX;2018-09-07-10:20:00;85526323322.26427
VIC-IX;2018-09-07-10:25:00;83853028028.80533
VIC-IX;2018-09-07-10:30:00;81934667023.66011
VIC-IX;2018-09-07-10:35:00;79794186089.06705
VIC-IX;2018-09-07-10:40:00;77805268318.90105
VIC-IX;2018-09-07-10:45:00;76106278553.38461
VIC-IX;2018-09-07-10:50:00;74565877685.30246
VIC-IX;2018-09-07-10:55:00;72677232750.98836
VIC-IX;2018-09-07-11:00:00;71435685244.23154
VIC-IX;2018-09-07-11:05:00;70290353332.76042
VIC-IX;2018-09-07-11:10:00;68596645171.14225
VIC-IX;2018-09-07-11:15:00;66604922510.053444
VIC-IX;2018-09-07-11:20:00;64956956576.93388
VIC-IX;2018-09-07-11:25:00;63035786399.96944
VIC-IX;2018-09-07-11:30:00;61202852464.228226
VIC-IX;2018-09-07-11:35:00;59710529573.69802
VIC-IX;2018-09-07-11:40:00;58492393375.52928
VIC-IX;2018-09-07-11:45:00;57381822378.68607
VIC-IX;2018-09-07-11:50:00;56305817562.865295
VIC-IX;2018-09-07-11:55:00;55229618997.94173
VIC-IX;2018-09-07-12:00:00;54176081035.50107
VIC-IX;2018-09-07-12:05:00;53294693911.31795
VIC-IX;2018-09-07-12:10:00;52233598200.86235
VIC-IX;2018-09-07-12:15:00;51244021655.2334
VIC-IX;2018-09-07-12:20:00;50190580290.36826
VIC-IX;2018-09-07-12:25:00;49073260217.82507
VIC-IX;2018-09-07-12:30:00;47819493538.5569
VIC-IX;2018-09-07-12:35:00;46832436081.77827
VIC-IX;2018-09-07-12:40:00;45760674375.830025
VIC-IX;2018-09-07-12:45:00;44873224130.472336
VIC-IX;2018-09-07-12:50:00;43986483424.13474
VIC-IX;2018-09-07-12:55:00;43161433982.85575
VIC-IX;2018-09-07-13:00:00;42854355784.10057
VIC-IX;2018-09-07-13:05:00;43119104711.037285
VIC-IX;2018-09-07-13:10:00;43475408753.07939
VIC-IX;2018-09-07-13:15:00;43941265019.198586
VIC-IX;2018-09-07-13:20:00;44341803350.60425
VIC-IX;2018-09-07-13:25:00;43917426359.580345
VIC-IX;2018-09-07-13:30:00;43123373630.217354
VIC-IX;2018-09-07-13:35:00;42382555944.77968
VIC-IX;2018-09-07-13:40:00;41509229284.48491
VIC-IX;2018-09-07-13:45:00;40852999779.849655
VIC-IX;2018-09-07-13:50:00;40384707157.40128
VIC-IX;2018-09-07-13:55:00;39931220729.148605
VIC-IX;2018-09-07-14:00:00;39489710860.43695
VIC-IX;2018-09-07-14:05:00;39083843660.15279
VIC-IX;2018-09-07-14:10:00;38850207300.232216
VIC-IX;2018-09-07-14:15:00;38502037637.20255
VIC-IX;2018-09-07-14:20:00;38246199543.40578
VIC-IX;2018-09-07-14:25:00;38065461156.43306
VIC-IX;2018-09-07-14:30:00;38034952573.43787
VIC-IX;2018-09-07-14:35:00;37714490796.101746
VIC-IX;2018-09-07-14:40:00;37579529559.14841
VIC-IX;2018-09-07-14:45:00;37411952026.73572
VIC-IX;2018-09-07-14:50:00;36955153307.297134
VIC-IX;2018-09-07-14:55:00;36433835726.595116
VIC-IX;2018-09-07-15:00:00;35974482165.222435
VIC-IX;2018-09-07-15:05:00;35493153238.969864
VIC-IX;2018-09-07-15:10:00;34732572622.15706
VIC-IX;2018-09-07-15:15:00;34206519975.743347
VIC-IX;2018-09-07-15:20:00;33734552289.28202
VIC-IX;2018-09-07-15:25:00;33078410305.387615
VIC-IX;2018-09-07-15:30:00;32315276542.490562
VIC-IX;2018-09-07-15:35:00;31769203688.663063
VIC-IX;2018-09-07-15:40:00;31093478647.6126
VIC-IX;2018-09-07-15:45:00;30465230506.546886
VIC-IX;2018-09-07-15:50:00;29982364469.486122
VIC-IX;2018-09-07-15:55:00;29719648219.61617
VIC-IX;2018-09-07-16:00:00;29474980757.19872
VIC-IX;2018-09-07-16:05:00;29272003179.833385
VIC-IX;2018-09-07-16:10:00;28829755434.468243
VIC-IX;2018-09-07-16:15:00;28396294178.83599
VIC-IX;2018-09-07-16:20:00;27993651844.63186
VIC-IX;2018-09-07-16:25:00;27878715802.766815
VIC-IX;2018-09-07-16:30:00;27747191173.443443
VIC-IX;2018-09-07-16:35:00;27843786799.401497
VIC-IX;2018-09-07-16:40:00;28094359487.69079
VIC-IX;2018-09-07-16:45:00;28383601663.138878
VIC-IX;2018-09-07-16:50:00;28750982591.385693
VIC-IX;2018-09-07-16:55:00;29055561284.27834
VIC-IX;2018-09-07-17:00:00;29594353107.045124
VIC-IX;2018-09-07-17:05:00;30210648388.784626
VIC-IX;2018-09-07-17:10:00;30649453100.607605
VIC-IX;2018-09-07-17:15:00;30999771799.985798
VIC-IX;2018-09-07-17:20:00;31012897200.65626
VIC-IX;2018-09-07-17:25:00;30868604512.967976
VIC-IX;2018-09-07-17:30:00;30782988081.105457
VIC-IX;2018-09-07-17:35:00;30858520754.63675
VIC-IX;2018-09-07-17:40:00;30879548979.79179
VIC-IX;2018-09-07-17:45:00;31384568606.786213
VIC-IX;2018-09-07-17:50:00;31997567386.174427
VIC-IX;2018-09-07-17:55:00;32713818931.04856
VIC-IX;2018-09-07-18:00:00;33709784744.188305
VIC-IX;2018-09-07-18:05:00;34747320020.03141
VIC-IX;2018-09-07-18:10:00;36078438118.938576
VIC-IX;2018-09-07-18:15:00;37586401607.63828
VIC-IX;2018-09-07-18:20:00;39013500047.52577
VIC-IX;2018-09-07-18:25:00;40518829102.530655
VIC-IX;2018-09-07-18:30:00;41981300825.80338
VIC-IX;2018-09-07-18:35:00;43123251192.27828
VIC-IX;2018-09-07-18:40:00;44127738143.50199
VIC-IX;2018-09-07-18:45:00;44900186692.00541
VIC-IX;2018-09-07-18:50:00;45400643624.076965
VIC-IX;2018-09-07-18:55:00;45835594474.76052
VIC-IX;2018-09-07-19:00:00;46407480490.683556
VIC-IX;2018-09-07-19:05:00;46837654838.14591
VIC-IX;2018-09-07-19:10:00;47517845172.92376
VIC-IX;2018-09-07-19:15:00;48338385890.71779
VIC-IX;2018-09-07-19:20:00;49045972610.80455
VIC-IX;2018-09-07-19:25:00;49642178901.22287
VIC-IX;2018-09-07-19:30:00;50441033363.35923
VIC-IX;2018-09-07-19:35:00;51072946468.0617
VIC-IX;2018-09-07-19:40:00;51645311615.404274
VIC-IX;2018-09-07-19:45:00;52508836528.78937
VIC-IX;2018-09-07-19:50:00;53548205022.212944
VIC-IX;2018-09-07-19:55:00;54373748060.080826
VIC-IX;2018-09-07-20:00:00;55353861039.340225
VIC-IX;2018-09-07-20:05:00;56168989068.29529
VIC-IX;2018-09-07-20:10:00;56973459751.80758
VIC-IX;2018-09-07-20:15:00;57456651373.420006
VIC-IX;2018-09-07-20:20:00;57773302859.297424
VIC-IX;2018-09-07-20:25:00;58174001289.49823
VIC-IX;2018-09-07-20:30:00;58662589412.67406
VIC-IX;2018-09-07-20:35:00;59045491642.749344
VIC-IX;2018-09-07-20:40:00;59293945755.94708
VIC-IX;2018-09-07-20:45:00;59660185046.9395
VIC-IX;2018-09-07-20:50:00;59865457557.171814
VIC-IX;2018-09-07-20:55:00;59904218780.338806
VIC-IX;2018-09-07-21:00:00;59967239542.41278
VIC-IX;2018-09-07-21:05:00;60200258027.48507
VIC-IX;2018-09-07-21:10:00;60482145895.582596
VIC-IX;2018-09-07-21:15:00;60778369648.95023
VIC-IX;2018-09-07-21:20:00;61110851935.60846
VIC-IX;2018-09-07-21:25:00;61346520456.00769
VIC-IX;2018-09-07-21:30:00;61588733249.116615
VIC-IX;2018-09-07-21:35:00;61838804262.39604
VIC-IX;2018-09-07-21:40:00;62135375408.45193
VIC-IX;2018-09-07-21:45:00;62620595616.00618
VIC-IX;2018-09-07-21:50:00;62837397207.43211
VIC-IX;2018-09-07-21:55:00;62919261328.32975
VIC-IX;2018-09-07-22:00:00;63039919068.10326
VIC-IX;2018-09-07-22:05:00;63321125880.38634
VIC-IX;2018-09-07-22:10:00;63212582754.67311
VIC-IX;2018-09-07-22:15:00;63391683253.44924
VIC-IX;2018-09-07-22:20:00;63893966601.66392
VIC-IX;2018-09-07-22:25:00;64232173065.724686
VIC-IX;2018-09-07-22:30:00;64411857884.80007
VIC-IX;2018-09-07-22:35:00;65012918150.869064
VIC-IX;2018-09-07-22:40:00;65567349930.9915
VIC-IX;2018-09-07-22:45:00;65868138757.460526
VIC-IX;2018-09-07-22:50:00;66027579019.3458
VIC-IX;2018-09-07-22:55:00;66149969707.161545
VIC-IX;2018-09-07-23:00:00;66115851204.01701
VIC-IX;2018-09-07-23:05:00;65948412712.058815
VIC-IX;2018-09-07-23:10:00;65953784086.005356
VIC-IX;2018-09-07-23:15:00;66194697961.59595
VIC-IX;2018-09-07-23:20:00;66421883845.82948
VIC-IX;2018-09-07-23:25:00;66420644105.33987
VIC-IX;2018-09-07-23:30:00;66466666961.667435
VIC-IX;2018-09-07-23:35:00;66468348403.81651
VIC-IX;2018-09-07-23:40:00;66491960424.09397
VIC-IX;2018-09-07-23:45:00;66427112430.188805
VIC-IX;2018-09-07-23:50:00;66809287732.76326
VIC-IX;2018-09-07-23:55:00;67128213394.54421
VIC-IX;2018-09-08-00:00:00;67430410293.38721
VIC-IX;2018-09-08-00:05:00;67925252930.177124
VIC-IX;2018-09-08-00:10:00;68374103521.542496
VIC-IX;2018-09-08-00:15:00;68652817117.05965
VIC-IX;2018-09-08-00:20:00;68986729710.49065
VIC-IX;2018-09-08-00:25:00;69473838455.83977
VIC-IX;2018-09-08-00:30:00;69797344416.6715
VIC-IX;2018-09-08-00:35:00;70181339772.03702
VIC-IX;2018-09-08-00:40:00;70588636073.03568
VIC-IX;2018-09-08-00:45:00;71212916641.40929
VIC-IX;2018-09-08-00:50:00;71495684250.30057
VIC-IX;2018-09-08-00:55:00;71882111348.01208
VIC-IX;2018-09-08-01:00:00;72016060462.2424
VIC-IX;2018-09-08-01:05:00;71933089897.15771
