Series;Time;Value
SA-IX;2018-09-03-12:45:00;4690728550.972504
SA-IX;2018-09-03-12:50:00;4573693767.490049
SA-IX;2018-09-03-12:55:00;4372373942.271055
SA-IX;2018-09-03-13:00:00;4337131945.587308
SA-IX;2018-09-03-13:05:00;4404881408.970926
SA-IX;2018-09-03-13:10:00;4498887678.322325
SA-IX;2018-09-03-13:15:00;4574059974.202899
SA-IX;2018-09-03-13:20:00;4597297173.646668
SA-IX;2018-09-03-13:25:00;4425671002.435142
SA-IX;2018-09-03-13:30:00;4178908508.770964
SA-IX;2018-09-03-13:35:00;3920987860.0321093
SA-IX;2018-09-03-13:40:00;3679957408.48407
SA-IX;2018-09-03-13:45:00;3527108940.488684
SA-IX;2018-09-03-13:50:00;3441026572.3123636
SA-IX;2018-09-03-13:55:00;3305509256.3252363
SA-IX;2018-09-03-14:00:00;3211210437.3243318
SA-IX;2018-09-03-14:05:00;3077417269.236879
SA-IX;2018-09-03-14:10:00;3013004358.111704
SA-IX;2018-09-03-14:15:00;2990142225.73102
SA-IX;2018-09-03-14:20:00;3084116025.7300606
SA-IX;2018-09-03-14:25:00;3175883617.3353324
SA-IX;2018-09-03-14:30:00;3312559688.4460435
SA-IX;2018-09-03-14:35:00;3407648424.4283104
SA-IX;2018-09-03-14:40:00;3465876756.3911552
SA-IX;2018-09-03-14:45:00;3448364012.838154
SA-IX;2018-09-03-14:50:00;3429581275.492318
SA-IX;2018-09-03-14:55:00;3373282130.095992
SA-IX;2018-09-03-15:00:00;3340214558.600441
SA-IX;2018-09-03-15:05:00;3326883537.052223
SA-IX;2018-09-03-15:10:00;3307781129.1725855
SA-IX;2018-09-03-15:15:00;3284382068.278819
SA-IX;2018-09-03-15:20:00;3293004742.835456
SA-IX;2018-09-03-15:25:00;3256699920.704299
SA-IX;2018-09-03-15:30:00;3188197213.390417
SA-IX;2018-09-03-15:35:00;3081752530.422487
SA-IX;2018-09-03-15:40:00;2906189537.680257
SA-IX;2018-09-03-15:45:00;2666306705.5388165
SA-IX;2018-09-03-15:50:00;2446000395.358155
SA-IX;2018-09-03-15:55:00;2235557562.2097325
SA-IX;2018-09-03-16:00:00;2073896742.4672303
SA-IX;2018-09-03-16:05:00;1965415232.4224
SA-IX;2018-09-03-16:10:00;1932523798.4286568
SA-IX;2018-09-03-16:15:00;1907402612.4016228
SA-IX;2018-09-03-16:20:00;1901024370.3214889
SA-IX;2018-09-03-16:25:00;1895052522.7658565
SA-IX;2018-09-03-16:30:00;1947432410.3308196
SA-IX;2018-09-03-16:35:00;2016014584.293384
SA-IX;2018-09-03-16:40:00;2061352741.6040797
SA-IX;2018-09-03-16:45:00;2110179085.5667198
SA-IX;2018-09-03-16:50:00;2156140518.3431506
SA-IX;2018-09-03-16:55:00;2149234310.988511
SA-IX;2018-09-03-17:00:00;2102411101.1849391
SA-IX;2018-09-03-17:05:00;2110014857.4877193
SA-IX;2018-09-03-17:10:00;2121442907.8432755
SA-IX;2018-09-03-17:15:00;2208703836.026413
SA-IX;2018-09-03-17:20:00;2257452922.7289243
SA-IX;2018-09-03-17:25:00;2325933269.5250306
SA-IX;2018-09-03-17:30:00;2411908254.6721544
SA-IX;2018-09-03-17:35:00;2522962640.929493
SA-IX;2018-09-03-17:40:00;2585126665.221034
SA-IX;2018-09-03-17:45:00;2740198423.5389338
SA-IX;2018-09-03-17:50:00;2912132799.0993958
SA-IX;2018-09-03-17:55:00;3103792385.59331
SA-IX;2018-09-03-18:00:00;3334106260.6180882
SA-IX;2018-09-03-18:05:00;3642702602.2782946
SA-IX;2018-09-03-18:10:00;3993100997.016464
SA-IX;2018-09-03-18:15:00;4326492476.288828
SA-IX;2018-09-03-18:20:00;4657743864.457629
SA-IX;2018-09-03-18:25:00;4879481737.61926
SA-IX;2018-09-03-18:30:00;5046494677.325254
SA-IX;2018-09-03-18:35:00;5133151665.4127655
SA-IX;2018-09-03-18:40:00;5215728316.314012
SA-IX;2018-09-03-18:45:00;5175818309.083102
SA-IX;2018-09-03-18:50:00;5218829120.596421
SA-IX;2018-09-03-18:55:00;5253416641.461176
SA-IX;2018-09-03-19:00:00;5317557032.126238
SA-IX;2018-09-03-19:05:00;5386304701.407835
SA-IX;2018-09-03-19:10:00;5542604980.992222
SA-IX;2018-09-03-19:15:00;5683689672.859293
SA-IX;2018-09-03-19:20:00;5846631394.660643
SA-IX;2018-09-03-19:25:00;5949586552.259809
SA-IX;2018-09-03-19:30:00;6168005551.42274
SA-IX;2018-09-03-19:35:00;6335351363.844127
SA-IX;2018-09-03-19:40:00;6418264565.408316
SA-IX;2018-09-03-19:45:00;6482512893.185106
SA-IX;2018-09-03-19:50:00;6596602813.018248
SA-IX;2018-09-03-19:55:00;6543510655.268741
SA-IX;2018-09-03-20:00:00;6506259868.960808
SA-IX;2018-09-03-20:05:00;6540491647.084181
SA-IX;2018-09-03-20:10:00;6701332964.875918
SA-IX;2018-09-03-20:15:00;6877194186.257956
SA-IX;2018-09-03-20:20:00;7008530210.732393
SA-IX;2018-09-03-20:25:00;7064112550.908635
SA-IX;2018-09-03-20:30:00;7121124962.543381
SA-IX;2018-09-03-20:35:00;7022666238.441569
SA-IX;2018-09-03-20:40:00;6909893601.727098
SA-IX;2018-09-03-20:45:00;7001364290.959724
SA-IX;2018-09-03-20:50:00;7245103349.826651
SA-IX;2018-09-03-20:55:00;7532912523.399236
SA-IX;2018-09-03-21:00:00;7865482790.605524
SA-IX;2018-09-03-21:05:00;8157329687.415982
SA-IX;2018-09-03-21:10:00;8236287201.223541
SA-IX;2018-09-03-21:15:00;8248000890.426549
SA-IX;2018-09-03-21:20:00;8145684386.483667
SA-IX;2018-09-03-21:25:00;7965059667.726565
SA-IX;2018-09-03-21:30:00;7962102074.989273
SA-IX;2018-09-03-21:35:00;8032809473.015215
SA-IX;2018-09-03-21:40:00;8138479972.607172
SA-IX;2018-09-03-21:45:00;8286934745.330992
SA-IX;2018-09-03-21:50:00;8514904279.947207
SA-IX;2018-09-03-21:55:00;8585690524.299393
SA-IX;2018-09-03-22:00:00;8677171786.194592
SA-IX;2018-09-03-22:05:00;8694957474.091034
SA-IX;2018-09-03-22:10:00;8800051905.556143
SA-IX;2018-09-03-22:15:00;8837108263.98644
SA-IX;2018-09-03-22:20:00;8862263282.051966
SA-IX;2018-09-03-22:25:00;8757385153.098845
SA-IX;2018-09-03-22:30:00;8784385226.228054
SA-IX;2018-09-03-22:35:00;8770449601.232458
SA-IX;2018-09-03-22:40:00;8630612276.310726
SA-IX;2018-09-03-22:45:00;8507794925.482056
SA-IX;2018-09-03-22:50:00;8528833151.101341
SA-IX;2018-09-03-22:55:00;8438934289.761938
SA-IX;2018-09-03-23:00:00;8314977384.116618
SA-IX;2018-09-03-23:05:00;8361970358.208405
SA-IX;2018-09-03-23:10:00;8417393951.648898
SA-IX;2018-09-03-23:15:00;8444871384.3139515
SA-IX;2018-09-03-23:20:00;8495377893.670256
SA-IX;2018-09-03-23:25:00;8681449818.125061
SA-IX;2018-09-03-23:30:00;8988134353.768326
SA-IX;2018-09-03-23:35:00;9234997569.02818
SA-IX;2018-09-03-23:40:00;9496349684.386395
SA-IX;2018-09-03-23:45:00;9728120246.720432
SA-IX;2018-09-03-23:50:00;9825000629.150356
SA-IX;2018-09-03-23:55:00;9818073422.613354
SA-IX;2018-09-04-00:00:00;9857238339.990108
SA-IX;2018-09-04-00:05:00;9775031334.64
SA-IX;2018-09-04-00:10:00;9750402295.062084
SA-IX;2018-09-04-00:15:00;9667671848.885824
SA-IX;2018-09-04-00:20:00;9482513323.390568
SA-IX;2018-09-04-00:25:00;9426249896.868725
SA-IX;2018-09-04-00:30:00;9409453334.964258
SA-IX;2018-09-04-00:35:00;9399436873.343298
SA-IX;2018-09-04-00:40:00;9365850755.666323
SA-IX;2018-09-04-00:45:00;9388605911.180195
SA-IX;2018-09-04-00:50:00;9378054465.736637
SA-IX;2018-09-04-00:55:00;9438471659.84255
SA-IX;2018-09-04-01:00:00;9379746305.494892
SA-IX;2018-09-04-01:05:00;9337277311.207603
SA-IX;2018-09-04-01:10:00;9264694852.453861
SA-IX;2018-09-04-01:15:00;9151430838.597515
SA-IX;2018-09-04-01:20:00;9079492879.560879
SA-IX;2018-09-04-01:25:00;9086324694.244991
SA-IX;2018-09-04-01:30:00;9171408548.694437
SA-IX;2018-09-04-01:35:00;9304610362.715109
SA-IX;2018-09-04-01:40:00;9503387146.823526
SA-IX;2018-09-04-01:45:00;9723064524.498188
SA-IX;2018-09-04-01:50:00;9869864385.873493
SA-IX;2018-09-04-01:55:00;9926163525.325916
SA-IX;2018-09-04-02:00:00;9970837756.828228
SA-IX;2018-09-04-02:05:00;9860744114.95718
SA-IX;2018-09-04-02:10:00;9715052434.211868
SA-IX;2018-09-04-02:15:00;9631802403.36722
SA-IX;2018-09-04-02:20:00;9631706571.644352
SA-IX;2018-09-04-02:25:00;9554657987.88554
SA-IX;2018-09-04-02:30:00;9561090252.195042
SA-IX;2018-09-04-02:35:00;9518547087.0487
SA-IX;2018-09-04-02:40:00;9442490473.424084
SA-IX;2018-09-04-02:45:00;9329410660.73206
SA-IX;2018-09-04-02:50:00;9257380057.810074
SA-IX;2018-09-04-02:55:00;9160781885.632385
SA-IX;2018-09-04-03:00:00;9086454479.50908
SA-IX;2018-09-04-03:05:00;9139944524.993923
SA-IX;2018-09-04-03:10:00;9293084596.64085
SA-IX;2018-09-04-03:15:00;9484645610.61427
SA-IX;2018-09-04-03:20:00;9718755151.948229
SA-IX;2018-09-04-03:25:00;10107577733.52164
SA-IX;2018-09-04-03:30:00;10555503347.331018
SA-IX;2018-09-04-03:35:00;10935734391.680088
SA-IX;2018-09-04-03:40:00;11353144519.40801
SA-IX;2018-09-04-03:45:00;11648651917.007298
SA-IX;2018-09-04-03:50:00;11779313568.029282
SA-IX;2018-09-04-03:55:00;11763946370.87924
SA-IX;2018-09-04-04:00:00;11791470570.159412
SA-IX;2018-09-04-04:05:00;11720265933.880299
SA-IX;2018-09-04-04:10:00;11599266858.126125
SA-IX;2018-09-04-04:15:00;11671436095.962912
SA-IX;2018-09-04-04:20:00;11788246639.572775
SA-IX;2018-09-04-04:25:00;11858193229.083282
SA-IX;2018-09-04-04:30:00;11971975088.673988
SA-IX;2018-09-04-04:35:00;12046961257.38401
SA-IX;2018-09-04-04:40:00;11910723857.18761
SA-IX;2018-09-04-04:45:00;11789554791.111395
SA-IX;2018-09-04-04:50:00;11768381589.450262
SA-IX;2018-09-04-04:55:00;11675956082.252354
SA-IX;2018-09-04-05:00:00;11641957621.556723
SA-IX;2018-09-04-05:05:00;11647430652.148048
SA-IX;2018-09-04-05:10:00;11594266765.864971
SA-IX;2018-09-04-05:15:00;11452736348.50322
SA-IX;2018-09-04-05:20:00;11388078773.40096
SA-IX;2018-09-04-05:25:00;11447642419.40081
SA-IX;2018-09-04-05:30:00;11524644277.843508
SA-IX;2018-09-04-05:35:00;11733814707.150799
SA-IX;2018-09-04-05:40:00;12108916414.384968
SA-IX;2018-09-04-05:45:00;12528230124.061872
SA-IX;2018-09-04-05:50:00;12897298606.014635
SA-IX;2018-09-04-05:55:00;13272334544.72267
SA-IX;2018-09-04-06:00:00;13392593872.211693
SA-IX;2018-09-04-06:05:00;13324726044.67399
SA-IX;2018-09-04-06:10:00;13249860393.432882
SA-IX;2018-09-04-06:15:00;13321063285.897545
SA-IX;2018-09-04-06:20:00;13405899714.112844
SA-IX;2018-09-04-06:25:00;13569931289.9735
SA-IX;2018-09-04-06:30:00;13822600352.876926
SA-IX;2018-09-04-06:35:00;14064364212.598942
SA-IX;2018-09-04-06:40:00;14265251618.882547
SA-IX;2018-09-04-06:45:00;14490555766.968002
SA-IX;2018-09-04-06:50:00;14793324656.264511
SA-IX;2018-09-04-06:55:00;15045480912.35889
SA-IX;2018-09-04-07:00:00;15382487923.513092
SA-IX;2018-09-04-07:05:00;15608813518.652988
SA-IX;2018-09-04-07:10:00;15763765686.067226
SA-IX;2018-09-04-07:15:00;15949432531.157154
SA-IX;2018-09-04-07:20:00;16113983253.707188
SA-IX;2018-09-04-07:25:00;16246757586.988703
SA-IX;2018-09-04-07:30:00;16360005273.97723
SA-IX;2018-09-04-07:35:00;16530308333.193775
SA-IX;2018-09-04-07:40:00;16636764915.769913
SA-IX;2018-09-04-07:45:00;16801320558.75534
SA-IX;2018-09-04-07:50:00;16877826970.066639
SA-IX;2018-09-04-07:55:00;16957521567.209335
SA-IX;2018-09-04-08:00:00;16956103833.416016
SA-IX;2018-09-04-08:05:00;16985117148.506628
SA-IX;2018-09-04-08:10:00;17062174917.047558
SA-IX;2018-09-04-08:15:00;17192803674.69985
SA-IX;2018-09-04-08:20:00;17371690136.516747
SA-IX;2018-09-04-08:25:00;17586788404.66974
SA-IX;2018-09-04-08:30:00;17689600215.26147
SA-IX;2018-09-04-08:35:00;17630236580.37836
SA-IX;2018-09-04-08:40:00;17455689958.326286
SA-IX;2018-09-04-08:45:00;17206783908.31913
SA-IX;2018-09-04-08:50:00;16912333656.939816
SA-IX;2018-09-04-08:55:00;16724221078.553955
SA-IX;2018-09-04-09:00:00;16688784648.807705
SA-IX;2018-09-04-09:05:00;16691260934.888966
SA-IX;2018-09-04-09:10:00;16822350223.140863
SA-IX;2018-09-04-09:15:00;17057557639.866415
SA-IX;2018-09-04-09:20:00;17230324435.883442
SA-IX;2018-09-04-09:25:00;17301533993.84449
SA-IX;2018-09-04-09:30:00;17313743283.839256
SA-IX;2018-09-04-09:35:00;17227532403.23281
SA-IX;2018-09-04-09:40:00;17094425142.321964
SA-IX;2018-09-04-09:45:00;16912489641.727291
SA-IX;2018-09-04-09:50:00;16622737792.521631
SA-IX;2018-09-04-09:55:00;16258068334.167248
SA-IX;2018-09-04-10:00:00;15940935095.784353
SA-IX;2018-09-04-10:05:00;15508391483.744644
SA-IX;2018-09-04-10:10:00;15036411114.979004
SA-IX;2018-09-04-10:15:00;14689794030.523426
SA-IX;2018-09-04-10:20:00;14443955898.654583
SA-IX;2018-09-04-10:25:00;14055216495.837809
SA-IX;2018-09-04-10:30:00;13739126200.170132
SA-IX;2018-09-04-10:35:00;13490800255.20018
SA-IX;2018-09-04-10:40:00;13117123911.187372
SA-IX;2018-09-04-10:45:00;12660885818.23261
SA-IX;2018-09-04-10:50:00;12183012346.667252
SA-IX;2018-09-04-10:55:00;11669833864.151875
SA-IX;2018-09-04-11:00:00;11178643089.950603
SA-IX;2018-09-04-11:05:00;10700906725.671715
SA-IX;2018-09-04-11:10:00;10412709006.264935
SA-IX;2018-09-04-11:15:00;10303635534.862417
SA-IX;2018-09-04-11:20:00;10133196842.769176
SA-IX;2018-09-04-11:25:00;9955277068.205242
SA-IX;2018-09-04-11:30:00;9897368408.488752
SA-IX;2018-09-04-11:35:00;9775025058.497038
SA-IX;2018-09-04-11:40:00;9531124280.630585
SA-IX;2018-09-04-11:45:00;9283497196.181368
SA-IX;2018-09-04-11:50:00;9005966835.59861
SA-IX;2018-09-04-11:55:00;8632901380.416004
SA-IX;2018-09-04-12:00:00;8202378923.397139
SA-IX;2018-09-04-12:05:00;7746050468.2958555
SA-IX;2018-09-04-12:10:00;7374063769.658358
SA-IX;2018-09-04-12:15:00;7050815550.836337
SA-IX;2018-09-04-12:20:00;6735419995.450318
SA-IX;2018-09-04-12:25:00;6445969657.56077
SA-IX;2018-09-04-12:30:00;6209154482.725101
SA-IX;2018-09-04-12:35:00;5961836720.380447
SA-IX;2018-09-04-12:40:00;5672696136.42023
SA-IX;2018-09-04-12:45:00;5414122441.565613
SA-IX;2018-09-04-12:50:00;5173063916.238686
SA-IX;2018-09-04-12:55:00;4962041820.352163
SA-IX;2018-09-04-13:00:00;4956082019.263119
SA-IX;2018-09-04-13:05:00;5096560393.7369
SA-IX;2018-09-04-13:10:00;5246339047.915697
SA-IX;2018-09-04-13:15:00;5385358370.173024
SA-IX;2018-09-04-13:20:00;5441109602.856236
SA-IX;2018-09-04-13:25:00;5326859360.504408
SA-IX;2018-09-04-13:30:00;5100867286.617319
SA-IX;2018-09-04-13:35:00;4851043512.662
SA-IX;2018-09-04-13:40:00;4628141779.051838
SA-IX;2018-09-04-13:45:00;4531095058.147059
SA-IX;2018-09-04-13:50:00;4395903455.173138
SA-IX;2018-09-04-13:55:00;4258376794.7245293
SA-IX;2018-09-04-14:00:00;4207374277.0300117
SA-IX;2018-09-04-14:05:00;4180893066.2836785
SA-IX;2018-09-04-14:10:00;4112362238.879966
SA-IX;2018-09-04-14:15:00;4076827789.0493164
SA-IX;2018-09-04-14:20:00;4061543584.0105085
SA-IX;2018-09-04-14:25:00;4008827640.6378164
SA-IX;2018-09-04-14:30:00;4050701273.7544
SA-IX;2018-09-04-14:35:00;4259547280.331988
SA-IX;2018-09-04-14:40:00;4365165662.413061
SA-IX;2018-09-04-14:45:00;4591075840.077051
SA-IX;2018-09-04-14:50:00;4673966025.827889
SA-IX;2018-09-04-14:55:00;4593831520.022095
SA-IX;2018-09-04-15:00:00;4303605860.110926
SA-IX;2018-09-04-15:05:00;4070108570.462523
SA-IX;2018-09-04-15:10:00;3667384320.318368
SA-IX;2018-09-04-15:15:00;3362234764.7422013
SA-IX;2018-09-04-15:20:00;3193171749.912181
SA-IX;2018-09-04-15:25:00;3016066182.2350726
SA-IX;2018-09-04-15:30:00;2883014990.9682016
SA-IX;2018-09-04-15:35:00;2920816542.478301
SA-IX;2018-09-04-15:40:00;3010315935.414707
SA-IX;2018-09-04-15:45:00;2962626547.4656076
SA-IX;2018-09-04-15:50:00;3017085352.513051
SA-IX;2018-09-04-15:55:00;3276853452.2399817
SA-IX;2018-09-04-16:00:00;3671125071.9586763
SA-IX;2018-09-04-16:05:00;3864316205.6669016
SA-IX;2018-09-04-16:10:00;4076733806.5569825
SA-IX;2018-09-04-16:15:00;4235754328.3309226
SA-IX;2018-09-04-16:20:00;4144420416.58636
SA-IX;2018-09-04-16:25:00;3875672932.226167
SA-IX;2018-09-04-16:30:00;3752270500.1696024
SA-IX;2018-09-04-16:35:00;3659559492.7267
SA-IX;2018-09-04-16:40:00;3533056169.2267356
SA-IX;2018-09-04-16:45:00;3518248360.343356
SA-IX;2018-09-04-16:50:00;3380359731.5231113
SA-IX;2018-09-04-16:55:00;3228767985.534339
SA-IX;2018-09-04-17:00:00;3195512715.131133
SA-IX;2018-09-04-17:05:00;3182226956.7055273
SA-IX;2018-09-04-17:10:00;3084954203.0844884
SA-IX;2018-09-04-17:15:00;3066061455.9773183
SA-IX;2018-09-04-17:20:00;3193852250.094582
SA-IX;2018-09-04-17:25:00;3190037220.463603
SA-IX;2018-09-04-17:30:00;3200200506.857531
SA-IX;2018-09-04-17:35:00;3385741030.058408
SA-IX;2018-09-04-17:40:00;3572701015.334831
SA-IX;2018-09-04-17:45:00;3658272574.914036
SA-IX;2018-09-04-17:50:00;3725992940.653634
SA-IX;2018-09-04-17:55:00;3834885657.99907
SA-IX;2018-09-04-18:00:00;3938809559.6343994
SA-IX;2018-09-04-18:05:00;4070493218.48516
SA-IX;2018-09-04-18:10:00;4227313653.8080482
SA-IX;2018-09-04-18:15:00;4415265349.298731
SA-IX;2018-09-04-18:20:00;4683543895.818316
SA-IX;2018-09-04-18:25:00;4809627551.822447
SA-IX;2018-09-04-18:30:00;4904312789.895548
SA-IX;2018-09-04-18:35:00;5059479274.844183
SA-IX;2018-09-04-18:40:00;5302043490.576932
SA-IX;2018-09-04-18:45:00;5463480876.438059
SA-IX;2018-09-04-18:50:00;5655568753.6587925
SA-IX;2018-09-04-18:55:00;5882557600.910282
SA-IX;2018-09-04-19:00:00;6169392991.015719
SA-IX;2018-09-04-19:05:00;6366156840.94074
SA-IX;2018-09-04-19:10:00;6596311059.200951
SA-IX;2018-09-04-19:15:00;6931332928.805199
SA-IX;2018-09-04-19:20:00;7263518740.522571
SA-IX;2018-09-04-19:25:00;7592303675.654854
SA-IX;2018-09-04-19:30:00;8017277172.68634
SA-IX;2018-09-04-19:35:00;8319718898.29274
SA-IX;2018-09-04-19:40:00;8404504247.818411
SA-IX;2018-09-04-19:45:00;8319035865.210091
SA-IX;2018-09-04-19:50:00;8160334481.830172
SA-IX;2018-09-04-19:55:00;7918831801.181267
SA-IX;2018-09-04-20:00:00;7759709478.351616
SA-IX;2018-09-04-20:05:00;7701616360.024356
SA-IX;2018-09-04-20:10:00;7745845536.663933
SA-IX;2018-09-04-20:15:00;7698055687.424955
SA-IX;2018-09-04-20:20:00;7674225365.629796
SA-IX;2018-09-04-20:25:00;7595294763.923349
SA-IX;2018-09-04-20:30:00;7497704926.271524
SA-IX;2018-09-04-20:35:00;7516699628.475876
SA-IX;2018-09-04-20:40:00;7684768687.040479
SA-IX;2018-09-04-20:45:00;7870061983.776199
SA-IX;2018-09-04-20:50:00;8277358325.688672
SA-IX;2018-09-04-20:55:00;8593115798.312548
SA-IX;2018-09-04-21:00:00;8697097622.73524
SA-IX;2018-09-04-21:05:00;8755356575.898067
SA-IX;2018-09-04-21:10:00;8733354705.921616
SA-IX;2018-09-04-21:15:00;8465522058.603355
SA-IX;2018-09-04-21:20:00;8332543530.147385
SA-IX;2018-09-04-21:25:00;8300322852.893541
SA-IX;2018-09-04-21:30:00;8183203733.942949
SA-IX;2018-09-04-21:35:00;8124595401.071665
SA-IX;2018-09-04-21:40:00;8133998977.192225
SA-IX;2018-09-04-21:45:00;8097753302.689306
SA-IX;2018-09-04-21:50:00;7999155583.370604
SA-IX;2018-09-04-21:55:00;7898613985.579434
SA-IX;2018-09-04-22:00:00;7830230058.83523
SA-IX;2018-09-04-22:05:00;7722838579.527716
SA-IX;2018-09-04-22:10:00;7659712869.347311
SA-IX;2018-09-04-22:15:00;7680953767.875888
SA-IX;2018-09-04-22:20:00;7681656368.230936
SA-IX;2018-09-04-22:25:00;7712607298.009987
SA-IX;2018-09-04-22:30:00;7889554528.238243
SA-IX;2018-09-04-22:35:00;8094926081.402555
SA-IX;2018-09-04-22:40:00;8296512507.584465
SA-IX;2018-09-04-22:45:00;8530953556.400803
SA-IX;2018-09-04-22:50:00;8660693078.23949
SA-IX;2018-09-04-22:55:00;8639606234.355633
SA-IX;2018-09-04-23:00:00;8613137201.441864
SA-IX;2018-09-04-23:05:00;8596838169.147278
SA-IX;2018-09-04-23:10:00;8604938435.688526
SA-IX;2018-09-04-23:15:00;8631050347.0172
SA-IX;2018-09-04-23:20:00;8664992415.650568
SA-IX;2018-09-04-23:25:00;8663753040.958424
SA-IX;2018-09-04-23:30:00;8696358823.700016
SA-IX;2018-09-04-23:35:00;8699746619.93726
SA-IX;2018-09-04-23:40:00;8687036218.9731
SA-IX;2018-09-04-23:45:00;8724321202.95985
SA-IX;2018-09-04-23:50:00;8879736340.581324
SA-IX;2018-09-04-23:55:00;8961791300.645536
SA-IX;2018-09-05-00:00:00;9163269701.959017
SA-IX;2018-09-05-00:05:00;9394430469.616348
SA-IX;2018-09-05-00:10:00;9685208662.781986
SA-IX;2018-09-05-00:15:00;9832921270.509756
SA-IX;2018-09-05-00:20:00;9934843242.084888
SA-IX;2018-09-05-00:25:00;9827761334.906399
SA-IX;2018-09-05-00:30:00;9654720853.551952
SA-IX;2018-09-05-00:35:00;9360530628.053074
SA-IX;2018-09-05-00:40:00;9078801302.62441
SA-IX;2018-09-05-00:45:00;8849462074.97197
SA-IX;2018-09-05-00:50:00;8763016921.522469
SA-IX;2018-09-05-00:55:00;8697432359.175667
SA-IX;2018-09-05-01:00:00;8706108240.556326
SA-IX;2018-09-05-01:05:00;8691500654.077951
SA-IX;2018-09-05-01:10:00;8810232265.928942
SA-IX;2018-09-05-01:15:00;8987342114.928669
SA-IX;2018-09-05-01:20:00;9152554862.71399
SA-IX;2018-09-05-01:25:00;9272568927.893717
SA-IX;2018-09-05-01:30:00;9396366350.088215
SA-IX;2018-09-05-01:35:00;9390053756.729214
SA-IX;2018-09-05-01:40:00;9277301458.519482
SA-IX;2018-09-05-01:45:00;9326652767.45672
SA-IX;2018-09-05-01:50:00;9489158831.752682
SA-IX;2018-09-05-01:55:00;9629275611.521976
SA-IX;2018-09-05-02:00:00;9820656213.404222
SA-IX;2018-09-05-02:05:00;10062466685.794924
SA-IX;2018-09-05-02:10:00;10267151316.14967
SA-IX;2018-09-05-02:15:00;10340131961.910252
SA-IX;2018-09-05-02:20:00;10420976011.776525
SA-IX;2018-09-05-02:25:00;10395723696.205927
SA-IX;2018-09-05-02:30:00;10284784791.972698
SA-IX;2018-09-05-02:35:00;10005648436.865744
SA-IX;2018-09-05-02:40:00;9674417460.245268
SA-IX;2018-09-05-02:45:00;9458206148.005472
SA-IX;2018-09-05-02:50:00;9340389956.529144
SA-IX;2018-09-05-02:55:00;9372913870.159922
SA-IX;2018-09-05-03:00:00;9507815251.603277
SA-IX;2018-09-05-03:05:00;9725165229.09081
SA-IX;2018-09-05-03:10:00;9818707962.289577
SA-IX;2018-09-05-03:15:00;9968107464.11665
SA-IX;2018-09-05-03:20:00;10054963057.716442
SA-IX;2018-09-05-03:25:00;10169005037.204586
SA-IX;2018-09-05-03:30:00;10313315584.087875
SA-IX;2018-09-05-03:35:00;10510669315.578272
SA-IX;2018-09-05-03:40:00;10680198118.405035
SA-IX;2018-09-05-03:45:00;10841773417.02
SA-IX;2018-09-05-03:50:00;10948339044.07987
SA-IX;2018-09-05-03:55:00;11179747922.265957
SA-IX;2018-09-05-04:00:00;11404290869.504604
SA-IX;2018-09-05-04:05:00;11569448023.169565
SA-IX;2018-09-05-04:10:00;11714481618.46615
SA-IX;2018-09-05-04:15:00;11796057938.647406
SA-IX;2018-09-05-04:20:00;11713934789.966415
SA-IX;2018-09-05-04:25:00;11616012764.811947
SA-IX;2018-09-05-04:30:00;11475816411.836796
SA-IX;2018-09-05-04:35:00;11334402824.927082
SA-IX;2018-09-05-04:40:00;11321237861.613201
SA-IX;2018-09-05-04:45:00;11381312448.60816
SA-IX;2018-09-05-04:50:00;11405655343.241642
SA-IX;2018-09-05-04:55:00;11470651001.17477
SA-IX;2018-09-05-05:00:00;11607095936.79945
SA-IX;2018-09-05-05:05:00;11836204836.796907
SA-IX;2018-09-05-05:10:00;12049474163.919199
SA-IX;2018-09-05-05:15:00;12289829834.906471
SA-IX;2018-09-05-05:20:00;12583287019.415546
SA-IX;2018-09-05-05:25:00;12550456483.687534
SA-IX;2018-09-05-05:30:00;12426715146.064535
SA-IX;2018-09-05-05:35:00;12223567510.205835
SA-IX;2018-09-05-05:40:00;12033668951.83757
SA-IX;2018-09-05-05:45:00;11838051878.521952
SA-IX;2018-09-05-05:50:00;11917467888.507635
SA-IX;2018-09-05-05:55:00;11939375879.177988
SA-IX;2018-09-05-06:00:00;11987438463.956217
SA-IX;2018-09-05-06:05:00;12023600380.616535
SA-IX;2018-09-05-06:10:00;12050181638.559551
SA-IX;2018-09-05-06:15:00;12111525769.774275
SA-IX;2018-09-05-06:20:00;12287141036.368526
SA-IX;2018-09-05-06:25:00;12491227389.555794
SA-IX;2018-09-05-06:30:00;12671818021.996107
SA-IX;2018-09-05-06:35:00;12865939155.606428
SA-IX;2018-09-05-06:40:00;13021583399.706436
SA-IX;2018-09-05-06:45:00;13034885223.722391
SA-IX;2018-09-05-06:50:00;12924343099.83491
SA-IX;2018-09-05-06:55:00;12926108049.458815
SA-IX;2018-09-05-07:00:00;12904143515.980907
SA-IX;2018-09-05-07:05:00;12869495097.127346
SA-IX;2018-09-05-07:10:00;12865408179.876585
SA-IX;2018-09-05-07:15:00;13054432491.008224
SA-IX;2018-09-05-07:20:00;13204653410.566807
SA-IX;2018-09-05-07:25:00;13329867549.013132
SA-IX;2018-09-05-07:30:00;13482889445.609303
SA-IX;2018-09-05-07:35:00;13645076711.151756
SA-IX;2018-09-05-07:40:00;13878021565.00114
